TIME,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,Sensor_81,Sensor_82,Sensor_83,Sensor_84,Sensor_85,Sensor_86,Sensor_87,Sensor_88,Sensor_89,Sensor_90,Sensor_91,Sensor_92,Sensor_93,Sensor_94,Sensor_95,Sensor_96,Sensor_97,Sensor_98,Sensor_99,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,X,Y,Z,PPG,RSP
8420,40966,33419,5428,38737,49676,21663,51341,55502,34905,47445,48277,49502,42118,26375,44491,11682,34344,39633,15434,46094,31531,39776,1927,13248,53559,41127,19215,41334,30187,18915,16339,60524,54121,61045,51949,16671,18641,56204,13296,63475,57240,61781,20997,60591,41532,25458,15725,46690,62703,25286,63777,63392,24817,43928,40705,27458,30371,48934,4535,45755,5211,62695,57160,18162,39249,59454,26849,44919,49282,37276,7175,61202,33656,59253,53068,39641,11053,53557,59205,50829,17697,8792,4648,56645,30557,56192,14673,45260,4326,51506,33634,52572,5300,36240,57740,43878,33034,8401,3848,39974,24131,26306,7769,48853,3495,23739,29797,298,20597,6205,61603,5351,62595,13937,14345,43462,58750,8351,51144,8255,9989,44638,59773,23806,58985,57537,19602,32210,29,102,34,0.017401398779826237,-0.21238685969426851
8440,22808,27432,58490,37487,59689,45883,59115,34836,32915,38806,35297,51076,40387,34388,42779,13391,47265,27273,7877,47958,19175,27341,60643,40710,48986,22953,12347,4710,55095,25870,13446,42366,45095,57961,545,14351,46980,10218,10100,31977,54115,10235,34078,16636,54098,28618,19347,5842,7064,46346,764,7812,810,5618,36480,19940,46598,36008,55267,42825,17434,50642,37436,24528,9073,28123,39813,38314,25180,28900,31943,64257,65167,2361,23565,1694,34135,52087,28142,48461,17578,18733,38746,56456,50615,21037,34004,22009,51794,25754,2398,38682,44739,47164,59542,57562,64086,19748,44046,54550,23662,29174,35067,54070,51649,39322,60270,24297,27121,40677,4210,49455,37451,64370,25910,43902,48618,24169,38651,39508,5662,18663,23530,30852,25006,63685,11794,24060,112,208,51,0.009667293982072857,-0.1965611631368712
8460,55258,30961,65512,61130,27992,7469,34539,61167,18397,20191,54124,55749,17070,26802,1940,11765,21376,666,65308,64309,41036,36976,42390,19319,63129,29790,18412,19815,39845,64541,21085,64373,18552,56120,21613,29367,12593,57504,30878,60179,21101,15933,48152,27273,37250,19056,55941,1036,57413,24714,31249,37306,1143,21882,14851,26129,39251,43952,19437,36088,33411,10664,844,8917,28223,38395,58149,16108,23637,56734,48561,42334,38728,57121,33745,34966,10079,59202,9246,3116,12398,6497,43742,25123,16912,15951,37543,63844,47612,24247,38591,21842,54121,8213,37987,34765,29361,12790,1598,45792,37803,27083,12436,8147,25807,40863,13150,11476,45045,8677,11992,50363,64331,63934,30689,58783,11466,931,4891,39088,18267,9921,16753,48471,33985,50824,12872,24935,94,46,141,0.0007761854416251322,-0.18051539696922433
8480,59712,54747,26741,17789,62728,3752,24111,28206,54087,23841,59101,60808,44947,38526,19482,44687,53555,16335,54591,15479,36730,15997,60859,61116,52180,59909,35195,42386,64672,9254,28187,24132,357,62269,45523,30822,59827,21379,33401,44710,54127,55929,16505,37683,20562,59084,48984,32366,61105,26848,26352,35802,58262,32545,51670,14782,8972,55592,11673,14297,30473,40205,32820,24757,14392,38012,45958,62267,2252,37465,11491,51070,21609,2314,5274,5675,25411,35518,17114,51366,10753,55291,10243,4641,13129,31372,53312,23732,31055,9927,54889,34741,22852,38141,13607,34000,57898,47231,2098,47977,11615,18267,46525,23618,64768,1599,10919,61552,29508,31922,46906,33628,34136,21567,6449,56728,23554,54681,25600,23701,20912,53351,39567,52422,20843,8951,58205,2596,215,89,122,-0.009502294701496286,-0.16423310315159179
8500,56407,8590,36325,37110,39170,4706,55097,49032,56711,20050,63129,8326,43982,6930,9288,201,58036,13982,60423,4855,44752,6110,6402,47889,27171,4946,42720,8703,53691,57561,39990,10945,21951,52711,4353,47198,29655,21245,37396,24804,30059,44533,60384,59264,43209,10696,30324,8692,15903,22069,23735,5004,13168,32949,33866,60514,50542,14997,5614,26127,45970,15977,24313,38975,39129,37477,19474,53810,4312,36957,4472,60586,11551,14767,48620,8827,51732,56355,28582,55794,21420,43457,31452,15056,14625,7410,26226,17261,8984,47313,23544,48209,21873,63969,47701,28333,8536,31986,33608,16742,30399,45502,14542,52226,50455,42239,61227,15985,52126,41127,54788,64165,9393,25240,2389,48513,17072,3379,6575,58595,16884,43160,41462,59,61686,39491,5426,9262,227,204,156,-0.021402692213354065,-0.14774122630724643
8520,24854,11959,17149,64722,63025,35483,16329,63213,7134,48641,465,12472,63549,33089,44982,1798,4935,12632,4301,36853,7549,62436,11187,42371,64008,29959,58435,20091,1124,15525,53578,43144,6845,18422,16395,22189,2426,18948,18302,511,38602,34668,34798,16094,38231,47942,31563,53221,8541,15631,13503,2813,5942,57227,42449,35642,30628,5192,51066,40634,10823,29768,34030,8976,43397,49329,62861,13707,13709,45901,42497,45593,46285,10549,14783,31312,25754,14608,57532,51332,28128,36307,27852,34548,16846,6724,7085,9361,32353,50489,4345,20285,64951,43958,44967,35528,690,62320,58712,18434,10027,14658,47084,22650,48887,52961,53316,5843,44670,47065,61411,53557,5350,31727,21375,23760,48572,51298,20055,41251,57741,1085,27693,5141,34446,53871,33417,63288,209,131,171,-0.03517722821480893,-0.13109395044450725
8540,36524,12849,53466,13180,10056,27570,55851,49471,17698,9417,4083,13495,49333,46073,54061,64679,57905,50112,22657,29969,9577,16062,65272,20521,25272,18329,23398,41655,14205,45228,1786,38766,42391,28496,48734,56152,38769,12562,21902,65404,14431,63876,52169,63228,28016,9482,45936,61345,1914,47323,19142,25614,42313,49869,14762,30162,35943,1070,39317,57245,35108,51914,29372,58252,32482,21683,45439,58255,50477,44687,20478,16914,29384,34021,52117,40935,38617,14753,20290,18983,21431,65180,2551,32888,58299,44990,30023,28656,24845,33895,20273,56663,33317,28055,50956,46821,32924,35371,43498,16035,13723,48485,55465,7283,25625,16598,57209,48947,64077,39573,20464,33084,21674,26302,3656,57584,40889,22209,58918,17005,21097,33428,14437,12255,13309,55077,811,60201,200,131,164,-0.05106678201848833,-0.11422769335686227
8560,14280,54127,17393,54035,10296,39061,6756,21222,31101,59047,17524,58166,35234,21294,35640,58198,47576,52583,25178,33191,765,46532,63813,42187,7326,3897,61949,47183,41488,63687,31036,18894,45810,40816,32935,51682,8665,54028,7744,10716,48768,49224,57019,58606,22633,53077,8699,40289,21972,32683,55341,58531,32451,37587,58442,12574,17415,26703,36903,61014,47275,47063,34707,37182,341,17015,36744,33512,36549,5236,6020,57645,58450,21845,61698,36466,59651,8945,28701,29169,19861,60601,10123,18881,57509,20147,27109,49457,54232,2382,4081,49524,52483,48416,26840,4244,29690,7374,51453,9906,60705,9658,23756,63901,50698,59603,59490,53822,10793,46135,839,47117,17942,759,17417,577,59608,12445,17637,61563,63105,6485,36991,47739,866,34483,8600,43302,58,225,254,-0.0692618077182361,-0.09716664503309007
8580,8095,10899,5536,46277,62607,25728,20387,34639,2943,33729,2980,30197,48348,5083,45287,48546,16219,27762,61196,58799,31971,29064,23289,53324,22412,64647,25179,11786,34775,35502,44207,59787,63299,18876,23840,64729,12386,55419,48838,50034,55045,56879,20574,18256,48272,18165,33870,1519,1393,29374,6024,61301,24093,48999,25321,57803,36509,52112,46472,8978,18814,9739,21917,57229,7053,20589,5849,62093,54760,41572,61344,7005,64252,8194,40165,60362,14393,19779,15494,52400,31240,49942,5225,1935,26767,45004,27684,50617,29951,48565,49225,41252,27422,32418,35360,7786,35686,4430,19451,29219,63419,45983,35595,43713,40485,48364,40136,52892,35124,15291,55850,13354,39526,36094,60429,16823,14568,47151,29586,48569,17849,35633,38275,12182,61956,51703,31271,1726,165,241,3,-0.08949533278356946,-0.07998052130061557
8600,2735,12879,64170,11333,26338,43677,22724,47479,33812,54995,27191,49482,21979,31443,29530,58936,64602,3429,43805,332,4423,39472,61885,29990,63182,2751,57944,42912,10497,1922,45434,30657,13355,20578,59421,486,41684,55523,56703,31739,30692,32414,62845,41711,19579,23852,9041,48727,61113,20578,30784,25440,49959,41914,9319,54537,28616,28531,60452,37099,46772,56631,29161,12315,7592,28241,52364,34542,50549,56158,15316,46052,43650,5821,43879,10971,51642,56152,50089,40885,58089,55521,45392,47472,20151,22279,21537,54757,23146,60902,40353,28758,26363,56619,47595,58385,20308,8908,42564,37963,13304,57568,19620,51744,53943,36143,31173,5759,6422,46740,36454,48409,57025,56877,37631,7763,62529,63775,16161,55751,18535,48162,15036,59861,47058,41756,22782,56738,121,128,108,-0.11080372954349726,-0.06262171689722901
8620,39603,54056,54009,49851,4101,29535,20720,33035,49880,2201,51163,6837,38104,2535,20547,10939,40375,26620,63041,22119,39910,42147,40771,36457,61890,61204,29075,56609,64291,46557,14519,11039,39533,4572,20855,57945,6020,35300,31045,33303,17891,35145,762,3424,29685,43492,30577,43546,54065,17818,2599,10711,61633,17375,33725,42809,44962,54187,8201,65293,2101,20882,40213,9866,52015,32523,46832,54423,19307,40941,2161,20255,2687,22873,38473,48215,59946,9068,63220,46619,52766,64603,38224,28307,10857,28808,24624,50007,40183,24311,62175,65472,40431,7923,19135,39359,53709,7473,50102,10321,32582,36711,24520,60612,52805,58506,35976,5022,1445,53747,58103,2082,26612,52392,8661,61638,45421,57505,54682,61743,55710,25683,57816,65360,52196,23883,20401,12035,234,186,130,-0.13206805506174513,-0.045179387529445544
8640,59025,17913,54008,2337,47681,44838,50375,26814,54057,48162,62337,11926,24644,41015,42039,42910,23365,63096,8734,19657,25390,14733,27244,10233,25539,7130,28949,17598,48518,45964,47290,19350,57674,34115,60480,2930,53663,51807,40911,3751,40944,56618,37839,45595,43336,13120,57073,23365,4836,17325,61690,7488,36877,20049,5803,6948,62520,13170,9587,29885,26987,44906,32132,57736,35560,10805,35116,59818,16229,21531,21495,44287,64619,39862,57205,68,37266,17325,58275,7818,18536,17047,20227,12122,30964,43535,61703,24189,2154,7760,59259,47932,61270,27583,6832,58681,55198,55537,53723,6663,30175,54979,49112,11740,40606,54163,61610,49413,49534,38863,23128,1193,13226,36314,8496,27398,28171,25847,65495,11636,12666,47791,48614,14563,10323,48429,34870,21076,227,89,80,-0.15157348327142126,-0.027653269497715093
8660,1897,31487,3726,30303,20861,14817,18954,52189,14529,59215,3118,1328,49616,23812,12964,23213,58149,61102,21893,21650,49249,38839,12147,18867,59865,347,37661,11391,32345,15213,59622,5753,20216,59275,11404,13668,18498,37780,7885,46218,12906,42637,24048,38196,17000,48791,7766,316,64401,57648,23222,32853,62140,23675,18901,35958,27425,13728,32317,40284,52239,3852,62843,39773,50680,29849,1834,27966,51011,43038,64460,32882,64502,26449,50195,18927,28367,43496,38185,10304,19517,60094,33468,65350,54582,713,59122,51244,34136,26351,25041,58040,61091,34342,61223,42422,56296,18647,50267,6359,12820,9106,13917,38860,49604,4139,18311,56936,51634,33802,56148,59326,57130,13949,49199,50704,32199,10291,1481,58403,1106,52003,36352,54517,43786,54666,31106,15418,65,178,34,-0.16770601921653502,-0.010128741074542178
8680,31685,24372,23834,14495,58098,16653,9432,30974,16813,32120,62882,44748,46314,34498,11548,14217,18141,25804,17903,50130,5026,8514,58232,57885,42022,51419,60440,52917,21192,23478,1295,46251,4650,63670,36235,20966,42856,65505,62713,38456,73,60149,8391,2233,9705,29971,18956,54860,52194,20634,16014,12818,64447,8770,2775,45333,11832,28450,62846,29859,55310,50714,60134,54233,63556,65054,50017,42965,62134,19247,1001,49267,30873,40520,64152,3478,2199,17141,47044,31272,6547,16815,22250,24541,29997,35850,56924,57505,47623,56675,52890,27878,60125,40947,4160,3087,62827,39987,50087,5239,1147,48314,7097,35603,17177,7782,10961,13186,26590,42955,9766,13730,29022,6436,1611,15318,19331,5426,50158,44589,50395,38966,22751,62822,45366,4625,48498,3453,19,8,230,-0.18099868318316223,0.007393069496961859
8700,32541,53993,800,23928,1443,20877,46591,5432,47413,1165,54136,59380,44353,17861,2484,61403,40391,12908,21777,63385,2364,49360,24747,35123,47695,58138,59668,43247,21723,58836,45570,57962,10418,46400,9788,10360,5767,12643,22483,38878,51332,15763,26936,48816,65387,34262,19795,48521,48829,53846,7227,59507,43109,49541,37173,22640,47516,12683,30389,42163,50661,23554,34925,11454,8353,10895,63489,60809,18667,2076,51318,53715,32149,63381,15097,43360,46594,14074,54575,27996,64003,30000,45629,39843,16417,55697,1199,53165,22055,7705,19840,47813,19372,5886,50473,18726,9149,56233,42968,36075,29532,614,22258,34115,58909,14439,14801,36048,47983,29570,30171,39625,57351,26788,47041,35814,1829,12090,56262,16198,7663,35577,9302,47313,24872,18066,53010,33453,55,121,141,-0.1921174542500429,0.024840146152336103
8720,51603,12247,7291,41788,64367,46483,23423,19467,40264,7766,44925,8094,29931,3074,7688,31977,8542,50249,25100,13603,51205,42382,50220,12306,8248,65035,65222,30018,13292,58862,54856,9475,10325,10542,52648,52907,62705,50522,5870,19380,35715,24278,31037,62757,24868,12653,47582,46523,26146,35919,3918,27500,26508,59951,2490,6877,40360,6660,36319,49569,13055,60568,16025,25639,47779,23298,55352,9529,42743,10603,55680,54951,39868,16042,53159,32838,20896,34910,9317,11676,26312,55934,38031,34138,2395,41217,16368,59833,62718,3945,62203,46050,9584,25153,4079,8803,7374,64079,44462,7807,5784,38578,2290,28673,59766,8387,34858,16596,394,61838,46703,40324,9999,6939,24728,26745,13969,10409,9266,10172,12579,26805,783,55400,22127,32642,40705,17964,83,158,225,-0.19414335722245182,0.042191942076485266
8740,26603,21594,17206,5382,3617,23188,3078,25083,52297,28620,24964,59857,18263,18903,3268,23991,10533,12322,57590,43961,65080,12424,46598,25151,9573,32454,18066,2200,10976,32789,33525,53015,58161,45352,39311,34959,60460,47763,3102,10155,65259,49596,15232,45952,36811,33688,31149,53806,20379,36742,2919,8687,54843,26495,8546,46701,4980,38052,58961,44592,56471,47816,37387,56453,51795,61813,7680,36287,16148,25838,265,58332,26448,53351,56893,20699,22816,43874,5747,32565,3017,24027,64875,45804,35372,40073,42414,5225,40256,21086,58482,40851,30405,17754,22885,28671,61489,22296,53429,17647,63884,18527,15542,16257,30053,64566,21408,25027,18806,45024,19060,17852,10766,56139,31547,43287,33839,60209,13134,51316,24539,9216,1001,52329,33610,49590,56077,15906,234,188,178,-0.17044316977766533,0.059407964365548856
8760,65233,17617,1548,40584,5196,53964,1772,7007,49589,10785,3264,46095,26329,24358,28483,52720,10018,24660,16370,630,32861,65090,53427,59206,21317,48168,27028,11419,24673,31216,53080,3292,34828,39038,29170,57964,38523,56590,43596,3627,12836,35371,53235,30760,7177,8036,58170,51549,25637,22631,63288,7476,60835,18850,8920,63668,38007,11262,6776,9062,34421,58863,33495,37342,58041,32194,30459,23083,15472,32087,17339,65015,298,51393,2709,26607,23604,25311,58363,57272,45336,47846,47447,23048,13399,26542,51217,10785,48095,439,21787,13319,9302,47620,34140,64709,23614,22072,12699,54121,36428,49343,5017,31430,2802,7930,41439,37792,15239,2960,47172,4215,19539,43650,59151,43275,27022,17003,8851,23976,50117,48847,52341,12856,25666,55874,47157,51658,138,150,55,-0.03249501314207495,0.07643846680896696
8780,19348,57886,23965,62186,52212,55272,4151,41555,60782,3114,43302,9413,1509,63616,50516,12746,8111,43104,25803,53506,32774,20998,13260,33688,19468,60402,59489,20250,18775,54498,55840,11518,40642,62657,18927,7479,63413,54101,44545,36326,51663,5999,47952,2854,43155,49477,41391,63422,2594,38619,39960,36901,15805,16205,44291,46339,51957,28903,11029,58021,47520,32146,11201,43099,59730,62350,27402,14425,53925,37385,28587,22522,22702,24086,21901,14130,53490,24126,14123,8082,12098,64989,9272,44452,47584,60447,4667,42259,32757,37843,48266,59031,21443,31437,38340,30282,44295,61399,24245,63500,32594,10114,19312,14694,24809,53609,9233,32363,49761,20366,60400,48294,11309,7365,46828,23945,18153,48029,18909,62863,18601,29966,55139,32948,33296,41387,12568,10370,97,99,26,0.3579772465945941,0.09322979280006663
8800,4723,2882,25519,55685,56104,38627,32750,46967,8339,23068,47655,61316,60816,53370,8018,17832,7809,20873,63016,1504,33717,10220,7875,43345,27591,2853,65380,12155,28532,23611,29005,51802,40639,24045,21563,31098,59921,35920,14284,28337,34598,32268,55693,37891,18387,29041,59808,30244,56682,49270,27569,19358,7206,34152,57880,35878,40704,13654,14009,30496,1800,24820,11752,29397,61282,45303,30395,60333,44431,59812,35521,51292,60585,61458,50916,12003,6513,61423,21998,24830,56277,42529,1725,51792,18211,1140,24169,51753,2036,40197,25917,32016,80,59604,58149,50792,35134,36157,6561,18023,39836,7686,18275,37787,21953,2494,63006,29332,35510,10146,3650,59644,36608,39793,21802,22181,27925,23748,50522,3800,50880,51319,12220,31530,49302,1233,38569,26456,65,227,8,1.1429088774181537,0.10980427116005433
8820,53962,23446,46887,52702,15837,4218,40458,19084,50713,37033,28480,33332,41287,32922,61767,62024,31351,35915,30616,63826,26244,52228,11432,48196,29023,22188,46208,40469,19148,63929,35460,23989,39551,39082,40853,2093,52204,14866,37025,60373,18643,57390,32000,2703,30404,22470,48225,50246,23426,25506,3777,29589,15271,19194,27698,12743,42074,44251,30686,30661,42802,64057,20078,14893,37607,20161,9952,63628,44020,14692,19881,57487,25492,5337,18611,55335,46225,39201,61708,40099,49899,57863,55517,17662,49688,53305,15939,17686,2246,3201,41431,44099,31922,52183,26783,42796,40109,5729,25748,63338,15874,10348,47526,33612,10530,30001,45235,46643,60533,8652,15733,54734,65472,51844,2670,35812,49803,55696,31122,19965,22903,46398,25382,40445,34796,26052,50849,9261,31,83,161,2.4584738269283095,0.12618327317904682
8840,22046,51618,7743,3032,48259,52479,3252,13001,2873,7284,5852,19854,61519,58140,16747,61792,49574,38868,31644,974,24583,23438,4205,52205,24634,31041,7040,64411,32804,39246,14945,60187,47942,55972,20113,5002,11863,20049,37572,64558,48715,18470,60077,45682,9770,34947,29659,52735,51377,27725,24006,51347,59974,29706,20570,50282,27910,10221,50556,35059,5907,11906,59259,53830,54711,57964,35550,32823,44347,28396,5197,56522,62460,62191,64653,36402,50301,57754,51372,28535,1774,39587,10366,41620,55578,28852,46661,43461,34871,56550,58216,4900,58915,23950,6068,38816,31179,31742,21649,702,19250,53994,23847,2940,54295,2207,19904,15885,28905,26269,59712,55201,28161,63764,51595,64112,14691,26026,39382,24599,25603,1685,53869,44186,28915,33371,51019,15493,204,98,190,4.168683495864793,0.14244313322892235
8860,37909,19895,35375,33746,9671,46123,40112,34592,4036,35329,64899,61794,55278,5993,15406,21652,27087,394,42497,33159,64364,8372,62138,33847,58981,21491,50950,62647,32819,20991,54967,7751,19865,2400,55958,50471,48343,45134,26849,36364,4130,38749,44321,45694,40127,278,33839,8565,16868,53495,14883,60059,37975,37318,29169,405,2913,30926,42164,31711,54175,59399,28566,60960,18073,23967,7978,49220,13141,27304,15947,9071,57882,12304,6579,47701,41466,1166,60303,37531,7667,18413,38399,21236,62553,35269,12349,46324,62224,38611,28389,49914,27644,10696,10854,20597,40350,60566,9524,1028,36386,31835,7648,51259,54675,62881,18230,27532,37972,26183,16236,54587,45243,19719,62115,40043,25553,4651,43894,45866,8626,40244,24185,6357,8269,50120,15633,13714,231,144,225,5.83345419377112,0.15850679009090557
8880,52534,17211,44032,35544,56480,56901,40351,43819,54619,42815,36039,37893,40874,3065,45949,8706,61715,14351,2979,34708,42561,47733,5528,9273,27648,30507,16590,33823,24902,20975,34785,26012,48845,57918,5828,451,39687,57735,8740,56788,16631,20970,11903,21686,22136,28354,45752,20931,61296,45221,43573,34957,1762,26461,36770,34381,5031,34580,39807,52234,2770,33255,63535,21510,6962,5485,29472,40436,27266,8695,38857,24831,45812,54194,43043,47791,45671,53141,26560,49614,25966,14355,35825,58044,27734,54100,53727,11670,11671,2812,18494,12360,53946,65230,34062,35485,35603,44052,54614,37232,39116,34848,46939,40648,55709,15068,50703,28731,733,20489,48900,18276,52495,52002,34333,53096,58187,5852,19174,62733,59729,28862,14457,1866,64891,8076,51953,43832,207,35,37,6.904247758300433,0.17444090915856722
8900,1571,30323,20517,41034,52892,12197,62811,35050,7182,12279,61786,2671,44299,26252,24014,9229,35547,47254,24740,52106,11297,16853,13771,50923,35449,41217,39980,4438,49341,14182,27752,37651,137,27228,11890,59521,62859,61184,51107,8390,39821,34357,56852,40174,34445,42499,33106,44631,50875,27680,32559,25522,26247,51552,643,11145,54603,24282,16161,42181,62151,32895,62965,61211,45877,15642,33164,24378,32642,55445,58424,40894,33186,142,56071,37349,47802,35267,42047,39969,12548,51316,12608,15971,48385,7967,43408,25881,55034,56183,59414,28638,59230,25732,58255,39655,20817,30571,30068,17853,36121,42164,30578,53232,38743,29002,51559,52812,43738,55426,27000,51051,45950,43027,638,9029,16241,55427,48333,30836,11567,57263,56132,16257,33635,15203,57269,15014,58,217,216,6.707955345365237,0.19024828477453956
8920,55652,15846,25424,4538,52755,43746,40292,43525,40877,57464,59957,790,41222,27304,27044,14719,45435,57064,43804,4371,15127,42556,32679,20405,62055,27642,46121,28649,59211,15667,3485,61560,14327,61468,55932,52112,22388,35055,34370,26376,1763,58680,10443,43257,46004,13334,47930,51640,7977,46676,47032,335,2060,25499,59959,8559,50488,21742,47290,48525,614,54121,36827,2535,56109,40963,14885,5428,44989,34882,10702,47692,57140,55570,1949,49655,50958,37421,61469,53454,15253,19210,24297,20933,38816,62417,35031,6656,42408,20316,5739,43639,61431,64892,4594,56645,20805,42572,7228,35229,41771,12323,14700,2326,19128,65052,30313,50325,56801,56549,22835,58937,20557,47859,18998,5911,21619,17463,23101,21585,26266,15673,29069,10062,63348,19517,25301,36077,28,147,93,5.001651190155645,0.2059985867412119
8940,5782,42962,56550,25631,37524,42230,37176,38777,27900,14656,15218,17770,45717,9001,32615,12428,36642,8629,23898,22369,3719,34649,13400,31875,6305,27311,54422,34404,62153,59735,4950,10233,47605,2805,22458,51858,31451,33658,7475,4785,59441,17516,51003,6527,11966,38189,36394,270,18985,49477,57410,19562,25803,24360,52646,19761,7702,13444,35553,39358,4727,33896,36352,25092,48261,34092,60153,21555,22010,42323,55876,4177,7709,7681,2747,4476,38832,21471,26088,34156,52583,15076,54220,20680,55119,56016,23197,8609,7868,45476,22007,5706,12896,42670,26094,47721,63006,16071,49114,27964,46091,15700,59907,6355,15085,39124,16977,16495,22809,2941,48463,5253,6926,32398,30550,25122,20774,39204,33080,597,24924,48553,18701,29983,37146,42818,10192,41377,71,65,7,2.32050000525673,0.2216025760794983
8960,17306,48157,36471,61755,48445,33775,55602,45884,41283,46283,65492,12411,26972,34906,5534,47401,29327,23778,35141,15832,21460,27786,44168,64595,48236,46529,12209,54067,55996,61763,10227,13825,35596,33682,11238,49443,12396,57088,37274,46995,22396,12417,3380,40266,23924,32303,34737,22944,39463,36388,27854,56057,61466,5196,14142,18889,24933,54395,48202,14032,21719,1441,22183,52571,22370,63144,54286,17565,1322,44360,50685,41405,53301,47173,575,32534,23286,50777,59490,55176,740,55189,63335,41157,31594,55557,37765,43851,29553,30254,22089,24429,43449,31105,1696,16997,46677,54892,34760,49933,59090,31879,33375,53467,32137,28645,49249,26702,27645,64507,2887,37091,27115,60871,62089,44724,14170,42784,21867,59667,28799,7752,49384,63422,6922,64123,539,41810,248,180,51,-0.570585808500949,0.2371464311435143
8980,32995,22951,43751,50749,32480,48154,44679,14193,63089,33492,12838,1340,15547,27489,1410,9487,39368,58370,37031,46135,22927,21873,52074,35976,9780,54739,50594,16731,54548,41259,48703,14272,53636,36298,39496,51875,28607,22804,26537,55207,46101,58957,48976,21968,15175,53418,55846,28783,2431,26595,50662,892,5552,56242,39070,29160,21828,14769,5353,48970,17891,52189,53254,15636,56702,39719,57129,45396,48802,51764,38527,24025,48333,25779,39033,7679,21120,42948,50982,64193,31880,583,55135,21883,65304,56549,57265,5327,53387,4901,14377,24725,11949,6231,24440,50416,28372,32402,5245,23896,14456,21516,13838,11860,46209,51832,45381,17999,37307,43368,48622,19783,949,20495,33582,30845,13728,46050,49477,56466,51778,20630,20247,5926,1798,26058,24525,22292,70,180,28,-2.5678877311108677,0.2525772629762766
9000,27636,35992,56064,33918,9416,60720,50533,45792,54915,13586,50318,49387,52619,16787,6709,27377,6116,41831,768,7348,33770,37195,13167,11639,28238,2432,52033,1407,4747,38229,37690,48594,23751,59213,5902,50049,40955,22166,59494,42941,17261,50527,1750,56842,28400,62542,25556,65299,20486,35652,64516,45892,23183,18336,41019,14517,1556,18000,5891,27992,44548,19654,44257,30052,15913,48474,8046,6627,50551,59884,7277,30043,62305,45529,37411,58686,14645,56339,16098,10699,24465,31707,6463,51898,48290,56156,12094,4293,3728,5973,43599,32056,27659,39396,11353,18604,25210,43165,18131,28497,34680,1184,42213,18733,10894,37288,30161,12884,5790,19607,52081,59063,19238,5567,18952,38623,53095,61761,56995,42121,50374,6462,27178,63466,11946,365,16323,21206,119,37,10,-2.903789289177887,0.2678523337771765
9020,36522,21245,50655,1353,59057,51143,13264,38569,42640,12833,6890,32818,35940,13475,56037,40726,33994,14631,65205,56246,21238,4815,35616,54569,25454,53365,33739,49413,44167,61897,15055,10200,33115,55321,22018,21853,32934,49723,56809,19165,16623,33823,32897,35159,35935,15815,61746,34233,17796,34487,55687,59657,22850,55629,6057,47576,62259,12821,21536,56935,11334,35960,3995,64425,54623,24476,64710,2303,37523,40688,748,27596,46547,39990,56199,15457,18945,23766,35809,16349,37300,42970,38599,51589,52506,18740,4486,60203,19972,45960,40671,62059,13498,8076,24875,2147,23355,6005,61801,37038,40779,63353,14025,16568,17077,46214,2517,28975,43236,52699,40,32841,587,43576,7927,25407,28999,31411,62558,59864,5358,24010,55051,47714,19717,39891,45639,24445,121,98,30,-1.9273139318800045,0.2829851088738608
